"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
998,"2930","Organo-sulfur compounds","4digit","Organo-sulfur compounds","Tiocompuestos orgánicos.","Organo-sulfur compounds","Tiocompuestos orgánicos",128.0
999,"2931","Other organo-inorganic compounds","4digit","Other organo-inorganic compounds","Los demás compuestos órgano-inorgánicos.","Other organo-inorganic compounds","Los demás compuestos órgano-inorgánicos",128.0
1000,"2932","Heterocyclic compounds with oxygen hetero-atom(s) only","4digit","Heterocyclic compounds with oxygen hetero-atom(s) only","Compuestos heterocíclicos con heteroátomo(s) de oxígeno exclusivamente.","Heterocyclic compounds with oxygen hetero-atom(s) only","Compuestos heterocíclicos con heteroátomo(s) solo de oxígeno",128.0
1001,"2933","Heterocyclic compounds with nitrogen hetero-atom(s) only","4digit","Heterocyclic compounds with nitrogen hetero-atom(s) only","Compuestos heterocíclicos con heteroátomo(s) de nitrógeno exclusivamente.","Heterocyclic compounds with nitrogen hetero-atom(s) only","Compuestos heterocíclicos con heteroátomo(s) solo de nitrógeno",128.0
1002,"2934","Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds","4digit","Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds","Ácidos nucleicos y sus sales, aunque no sean de constitución química definida; los demás compuestos heterocíclicos.","Nucleic acids and their salts","Ácidos nucleicos y sus sales",128.0
1003,"2935","Sulfonamides","4digit","Sulfonamides","Sulfonamidas.","Sulfonamides","Sulfonamidas",128.0
1004,"2936","Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent","4digit","Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent","Provitaminas y vitaminas, naturales o reproducidas por síntesis (incluidos los concentrados naturales) y sus derivados utilizados principalmente como vitaminas, mezclados o no entre sí o en disoluciones de cualquier clase.","Vitamins","Vitaminas",128.0
1005,"2937","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones","4digit","Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones","Hormonas, prostaglandinas, tromboxanos y leucotrienos, naturales o reproducidos por síntesis; sus derivados y análogos estructurales, incluidos los polipéptidos de cadena Modificada, utilizados principalmente como hormonas.","Hormones","Hormonas",128.0
1006,"2938","Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives","4digit","Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives","Heterósidos, naturales o reproducidos por síntesis, sus sales, éteres, ésteres y demás derivados.","Glycosides","Heterósidos",128.0
1007,"2939","Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives","4digit","Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives","Alcaloides vegetales, naturales o reproducidos por síntesis, sus sales, éteres, ésteres y demás derivados.","Vegetable alkaloids","Alcaloides vegetales",128.0
1008,"2940","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 2937, 2938 or 2939:","4digit","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 2937, 2938 or 2939:","Azúcares químicamente puros, excepto la sacarosa, lactosa, maltosa, glucosa y fructosa (levulosa); éteres, acetales y ésteres de azúcares y sus sales, excepto los productos de las partidas 2937, 2938 ó 2939","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose","Azúcares químicamente puros exc. sacarosa, lactosa, maltosa, glucosa y fructosa",128.0
1009,"2941","Antibiotics","4digit","Antibiotics","Antibióticos.","Antibiotics","Antibióticos",128.0
1010,"2942","Other organic compounds","4digit","Other organic compounds","Los demás compuestos orgánicos.","Other organic compounds","Los demás compuestos orgánicos",128.0
1011,"3001","Glands and other organs for organotherapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organotherapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or p","4digit","Glands and other organs for organotherapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organotherapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or p","Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte.","Organs for therapeutic use","Órganos para usos opoterapicos",129.0
1012,"3002","Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr","4digit","Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr","Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares.","Blood","Sangre",129.0
1013,"3003","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale","4digit","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale","Medicamentos (excepto los productos de las partidas 30.02, 30.05 ó 30.06) constituidos por productos mezclados entre sí, preparados para usos terapéuticos o profilácticos, sin dosificar ni acondicionar para la venta al por menor.","Medicaments, not packaged","Medicamentos, no envasados",129.0
1014,"3004","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings","4digit","Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings","Medicamentos (excepto los productos de las partidas 30.02, 30.05 ó 30.06) constituidos por productos mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados (incluidos los administrados por vía transdérmica) o acondicionados para la venta al por menor.","Medicaments, packaged","Medicamentos, envasados",129.0
1015,"3005","Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes","4digit","Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes","Guatas, gasas, vendas y artículos análogos (por ejemplo: apósitos, esparadrapos, sinapismos), impregnados o recubiertos de sustancias farmacéuticas o acondicionados para la venta al por menor con fines médicos, quirúrgicos, odontológicos o veterinarios.","Wadding, gauze and bandages","Guatas, gasas, y vendas",129.0
1016,"3006","Pharmaceutical goods specified in note 4 to this chapter","4digit","Pharmaceutical goods specified in note 4 to this chapter","Preparaciones y artículos farmacéuticos a que se refiere la Nota 4 de este Capítulo.","Pharmaceutical goods","Artículos farmacéuticos",129.0
1017,"3101","Animal or vegetable fertilizers, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products","4digit","Animal or vegetable fertilizers, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products","Abonos de origen animal o vegetal, incluso mezclados entre sí o tratados químicamente; abonos procedentes de la mezcla o del tratamiento químico de productos de origen animal o vegetal.","Animal or vegetable fertilizers","Abonos de origen animal o vegetal",130.0
1018,"3102","Mineral or chemical fertilizers, nitrogenous","4digit","Mineral or chemical fertilizers, nitrogenous","Abonos minerales o químicos nitrogenados.","Nitrogenous fertilizers","Abonos, nitrogenados",130.0
1019,"3103","Mineral or chemical fertilizers, phosphatic","4digit","Mineral or chemical fertilizers, phosphatic","Abonos minerales o químicos fosfatados.","Phosphatic fertilizers","Abonos, fosfatados",130.0
1020,"3104","Mineral or chemical fertilizers, potassic","4digit","Mineral or chemical fertilizers, potassic","Abonos minerales o químicos potásicos.","Potassic fertilizers","Abonos, potásicos",130.0
1021,"3105","Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg","4digit","Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg","Abonos minerales o químicos, con dos o tres de los elementos fertilizantes: nitrógeno, fósforo y potasio; los demás abonos; productos de este Capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.","Mixed fertilizers","Abonos, mixtos",130.0
1022,"3201","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives","4digit","Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives","Extractos curtientes de origen vegetal; taninos y sus sales, éteres, ésteres y demás derivados.","Tanning extracts of vegetable origen","Extractos curtientes de origen vegetal",131.0
1023,"3202","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning","4digit","Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning","Productos curtientes orgánicos sintéticos; productos curtientes inorgánicos; preparaciones curtientes, incluso con productos curtientes naturales; preparaciones enzimáticas para precurtido.","Synthetic organic tanning substances","Productos curtientes orgánicos sintéticos",131.0
1024,"3203","Coloring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note 3 to this chapter based on coloring matter of vegetable or animal origin","4digit","Coloring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note 3 to this chapter based on coloring matter of vegetable or animal origin","Materias colorantes de origen vegetal o animal (incluidos los extractos tintóreos, excepto los negros de origen animal), aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes de origen vegetal o animal.","Coloring matter of animal or vegetable origin","Materias colorantes de origen animal o vegetal",131.0
1025,"3204","Synthetic organic coloring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic coloring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminop","4digit","Synthetic organic coloring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic coloring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminop","Materias colorantes orgánicas sintéticas, aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes orgánicas sintéticas; productos orgánicos sintéticos de los tipos utilizados para el avivado fluorescente o como luminóforos, aunque sean de constitución química definida.","Synthetic organic coloring matter","Materias colorantes orgánicas sintéticas",131.0
1026,"3205","Color lakes; preparations as specified in note 3 to this chapter based on color lakes","4digit","Color lakes; preparations as specified in note 3 to this chapter based on color lakes","Lacas colorantes; preparaciones a que se refiere la Nota 3 de este Capítulo a base de lacas colorantes.","Color lakes","Lacas colorantes",131.0
1027,"3206","Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined","4digit","Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined","Las demás materias colorantes; preparaciones a que se refiere la Nota 3 de este Capítulo, excepto las de las partidas 32.03, 32.04 ó 32.05; productos inorgánicos de los tipos utilizados como luminóforos, aunque sean de constitución química definida.","Other coloring matter","Las demás materias colorantes",131.0
1028,"3207","Prepared pigments, prepared opacifiers and prepared colors, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of p","4digit","Prepared pigments, prepared opacifiers and prepared colors, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of p","Pigmentos, opacificantes y colores preparados, composiciones vitrificables, engobes, abrillantadores (lustres) líquidos y preparaciones similares, de los tipos utilizados en cerámica, esmaltado o en la industria del vidrio; frita de vidrio y demás vidrios, en polvo, gránulos, copos o escamillas.","Prepared pigments","Pigmentos preparados",131.0
1029,"3208","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a nonaqueous medium; solutions as defined in note 4 to this chapter","4digit","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a nonaqueous medium; solutions as defined in note 4 to this chapter","Pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio no acuoso; disoluciones definidas en la Nota 4 de este Capítulo.","Paints and varnishes, nonaqueous","Pinturas y barnices, non-acuosos",131.0
1030,"3209","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium","4digit","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium","Pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio acuoso.","Paints and varnishes, aqueous","Pinturas y barnices, acuosos",131.0
1031,"3210","Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather","4digit","Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather","Las demás pinturas y barnices; pigmentos al agua preparados de los tipos utilizados para el acabado del cuero.","Other paints and varnishes","Las demás pinturas y barnices",131.0
1032,"3211","Prepared driers","4digit","Prepared driers","Secativos preparados.","Prepared driers","Secativos preparados",131.0
1033,"3212","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail","4digit","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail","Pigmentos (incluidos el polvo y escamillas metálicos) dispersos en medios no acuosos, líquidos o en pasta, de los tipos utilizados para la fabricación de pinturas; hojas para el marcado a fuego; tintes y demás materias colorantes presentados en formas o en envases para la venta al por menor.","Pigments, nonaqueous","Pigmentos, no acuosos",131.0
1034,"3213","Artists', students' or signboard painters' colors, modifying tints, amusement colors and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings","4digit","Artists', students' or signboard painters' colors, modifying tints, amusement colors and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings","Colores para la pintura artística, la enseñanza, la pintura de carteles, para matizar o para entretenimiento y colores similares, en pastillas, tubos, botes, frascos o en formas o envases similares.","Artists' colors","Colores para la pintura artística",131.0
1035,"3214","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; nonrefractory surfacing preparations for facades, indoor walls, floors, ceilings or the like","4digit","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; nonrefractory surfacing preparations for facades, indoor walls, floors, ceilings or the like","Masilla, cementos de resina y demás mástiques; plastes (enduidos) utilizados en pintura; plastes (enduidos) no refractarios de los tipos utilizados en albañilería.","Glaziers' putty","Masilla",131.0
1036,"3215","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid","4digit","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid","Tintas de imprimir, tintas de escribir o de dibujar y demás tintas, incluso concentradas o sólidas.","Ink","Tinta",131.0
1037,"3301","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe","4digit","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe","Aceites esenciales (desterpenados o no), incluidos los ""concretos"" o ""absolutos""; resinoides; oleorresinas de extracción; disoluciones concentradas de aceites esenciales en grasas, aceites fijos, ceras o materias análogas, obtenidas por enflorado o maceración; subproductos terpénicos residuales de la desterpenación de los aceites esenciales; destilados acuosos aromáticos y disoluciones acuosas de aceites esenciales.","Essential oils","Aceites esenciales",132.0
1038,"3302","Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufa","4digit","Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufa","Mezclas de sustancias odoríferas y mezclas (incluidas las disoluciones alcohólicas) a base de una o varias de estas sustancias, de los tipos utilizados como materias básicas para la industria; las demás preparaciones a base de sustancias odoríferas, de los tipos utilizados para la elaboración de bebidas.","Mixtures of odoriferous subtances","Mezclas de sustancias odoríferas",132.0
1039,"3303","Perfumes and toilet waters","4digit","Perfumes and toilet waters","Perfumes y aguas de tocador.","Perfumes","Perfumes y aguas de tocador",132.0
1040,"3304","Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations","4digit","Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations","Preparaciones de belleza, maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y las bronceadoras; preparaciones para manicuras o pedicuros.","Beauty or make-up preparations","Preparaciones de maquillaje",132.0
1041,"3305","Preparations for use on the hair","4digit","Preparations for use on the hair","Preparaciones capilares.","Hair products","Preparaciones capilares",132.0
1042,"3306","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages","4digit","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages","Preparaciones para higiene bucal o dental, incluidos los polvos y cremas para la adherencia de las dentaduras; hilo utilizado para limpieza de los espacios interdentales (hilo dental), en envases individuales para la venta al por menor.","Dental hygiene products","Productos de higiene dental",132.0
1043,"3307","Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed","4digit","Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed","Preparaciones para afeitar o para antes o después del afeitado, desodorantes corporales, preparaciones para el baño, depilatorios y demás preparaciones de perfumería, de tocador o de cosmética, no expresadas ni comprendidas en otra parte; preparaciones desodorantes de locales, incluso sin perfumar, aunque tengan propiedades desinfectantes.","Toiletries","Productos para afeitar",132.0
1044,"3401","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid","4digit","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid","Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón, en barras, panes, trozos o piezas troqueladas o moldeadas, aunque contengan jabón; productos y preparaciones orgánicos tensoactivos para el lavado de la piel, líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón; papel, guata, fieltro y tela sin tejer, impregnados, recubiertos o revestidos de jabón o de detergentes.","Soap","Jabón",133.0
1045,"3402","Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401","4digit","Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401","Agentes de superficie orgánicos (excepto el jabón); preparaciones tensoactivas, preparaciones para lavar (incluidas las preparaciones auxiliares de lavado) y preparaciones de limpieza, aunque contengan jabón, excepto las de la partida 34.01.","Cleaning products","Agentes de limpieza orgánicos (excepto el jabón)",133.0
1046,"3403","Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, antirust or anticorrosion preparations and mold release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of t","4digit","Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, antirust or anticorrosion preparations and mold release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of t","Preparaciones lubricantes (incluidos los aceites de corte, las preparaciones para aflojar tuercas, las preparaciones antiherrumbre o anticorrosión y las preparaciones para el desmoldeo, a base de lubricantes) y preparaciones de los tipos utilizados para el ensimado de materias textiles o el aceitado o engrasado de cueros y pieles, peletería u otras materias, excepto las que contengan como componente básico una proporción de aceites de petróleo o de mineral bituminoso superior o igual al 70% en peso.","Lubricants","Preparaciones lubricantes",133.0
1047,"3404","Artificial waxes and prepared waxes","4digit","Artificial waxes and prepared waxes","Ceras artificiales y ceras preparadas.","Artificial and prepared waxes","Ceras, artificiales y preparadas",133.0
1048,"3405","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated","4digit","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated","Betunes y cremas para el calzado, encáusticos, abrillantadores (lustres) para carrocerías, vidrio o metal, pastas y polvos para fregar y preparaciones similares (incluso papel, guata, fieltro, tela sin tejer, plástico o caucho celulares, impregnados, recubiertos o revestidos de estas preparaciones), excepto las ceras de la partida 34.04.","Polishes and creams","Betunes y cremas",133.0
1049,"3406","Candles, tapers and the like","4digit","Candles, tapers and the like","Velas, cirios y artículos similares.","Candles","Velas",133.0
1050,"3407","Modeling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms","4digit","Modeling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms","Pastas para modelar, incluidas las presentadas para entretenimiento de los niños; preparaciones llamadas ""ceras para odontología"" o ""compuestos para impresión dental"", presentadas en juegos o surtidos, en envases para la venta al por menor o en plaquitas, herraduras, barritas o formas similares; las demás preparaciones para odontología a base de yeso fraguable.","Modeling pastes","Pastas para modelar",133.0
1051,"3501","Casein, caseinates and other casein derivatives; casein glues","4digit","Casein, caseinates and other casein derivatives; casein glues","Caseína, caseinatos y demás derivados de la caseína; colas de caseína.","Casein","Caseina",133.0
1052,"3502","Albumins (including concentrates of two or more whey proteins, containing by weight more than 80 percent whey proteins, calculated on the dry matter), albuminates and other albumin derivatives","4digit","Albumins (including concentrates of two or more whey proteins, containing by weight more than 80 percent whey proteins, calculated on the dry matter), albuminates and other albumin derivatives","Albúminas (incluidos los concentrados de varias proteínas del lactosuero, con un contenido de proteínas del lactosuero superior al 80% en peso, calculado sobre materia seca), albuminatos y demás derivados de las albúminas.","Albumins (water soluble proteins)","Albúminas",134.0
1053,"3503","Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or colored) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501","4digit","Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or colored) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501","Gelatinas (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la superficie o coloreadas) y sus derivados; ictiocola; las demás colas de origen animal, excepto las colas de caseína de la partida 35.01.","Gelatin","Gelatinas",134.0
1054,"3504","Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed","4digit","Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed","Peptonas y sus derivados; las demás materias proteínicas y sus derivados, no expresados ni comprendidos en otra parte; polvo de cueros y pieles, incluso tratado al cromo.","Peptones","Peptonas",134.0
1055,"3505","Dextrins and other modified starches (for example, pregelatinized or esterified starches); glues based on starches, or on dextrins or other modified starches","4digit","Dextrins and other modified starches (for example, pregelatinized or esterified starches); glues based on starches, or on dextrins or other modified starches","Dextrina y demás almidones y féculas modificados (por ejemplo: almidones y féculas pregelatinizados o esterificados); colas a base de almidón, fécula, dextrina o demás almidones o féculas modificados.","Dextrins and other modified starches","Dextrina y demás almidones modificados",134.0
1056,"3506","Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg","4digit","Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg","Colas y demás adhesivos preparados, no expresados ni comprendidos en otra parte; productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta al por menor como colas o adhesivos, de peso neto inferior o igual a 1 kg.","Glues and adhesives","Colas y demás adhesivos",134.0
1057,"3507","Enzymes; prepared enzymes not elsewhere specified or included","4digit","Enzymes; prepared enzymes not elsewhere specified or included","Enzimas; preparaciones enzimáticas no expresadas ni comprendidas en otra parte.","Enzymes","Enzimas",134.0
1058,"3601","Propellant powders","4digit","Propellant powders","Pólvora.","Propellant powders","Pólvora",135.0
1059,"3602","Prepared explosives, except propellent powders","4digit","Prepared explosives, except propellent powders","Explosivos preparados, excepto la pólvora.","Prepared explosives, except gunpowder","Explosivos preparados, excepto la pólvora",135.0
1060,"3603","Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators","4digit","Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators","Mechas de seguridad; cordones detonantes; cebos y cápsulas fulminantes; inflamadores; detonadores eléctricos.","Detonators","Mechas de seguridad y cordones detonantes",135.0
1061,"3604","Fireworks, signaling flares, rain rockets, fog signals and other pyrotechnic articles","4digit","Fireworks, signaling flares, rain rockets, fog signals and other pyrotechnic articles","Artículos para fuegos artificiales, cohetes de señales o granífugos y similares, petardos y demás artículos de pirotecnia.","Fireworks","Fuegos artificiales",135.0
1062,"3605","Matches","4digit","Matches","Fósforos (cerillas), excepto los artículos de pirotecnia de la partida 36.04.","Matches","Fósforos",135.0
1063,"3606","Ferrocerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 to this chapter","4digit","Ferrocerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 to this chapter","Ferrocerio y demás aleaciones pirofóricas en cualquier forma; artículos de materias inflamables a que se refiere la Nota 2 de este Capítulo.","Ferrocerium and other pyrophoric alloys","Ferrocerio y demás aleaciones pirofóricas",135.0
1064,"3701","Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitized, unexposed, whether or not in packs","4digit","Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitized, unexposed, whether or not in packs","Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, excepto las de papel, cartón o textiles; películas fotográficas planas autorrevelables, sensibilizadas, sin impresionar, incluso en cargadores.","Photographic plates","Placas fotográficas",136.0
