code	level	name_en	name_es	name_short_es	name_short_en
2703	4digit	Peat (including peat litter), whether or not agglomerated	Turba (comprendida la utilizada para cama de animales), incluso aglomerada.	Turba	Peat
2704	4digit	Coke etc of coal, lignite or peat, retort carbon	Coques y semicoques de hulla, lignito o turba, incluso aglomerados; carbón de retorta.	Coque	Coke
2705	4digit	Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons	Gas de hulla, gas de agua, gas pobre y gases similares, excepto el gas de petróleo y demás hidrocarburos gaseosos.	Gas, excepto el gas de petróleo	Non-petroleum gases
2706	4digit	Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, including reconstituted tars	Alquitranes de hulla, lignito o turba y demás alquitranes minerales, aunque estén deshidratados o descabezados, incluidos los alquitranes reconstituidos.	Alquitranes de hulla, lignito etc.	Tar distilled from coal, lignite etc.
2707	4digit	Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the nonaromatic constituents	Aceites y demás productos de la destilación de los alquitranes de hulla de alta temperatura; productos análogos en los que los constituyentes aromáticos predominen en peso sobre los no aromáticos.	Aceites destilados de alquitranes a alta temperatura	Oils etc. from high temperature coal tar
2708	4digit	Pitch and pitch coke, obtained from coal tar or from other mineral tars	Brea y coque de brea de alquitrán de hulla o de otros alquitranes minerales.	Brea y coque de brea	Pitch and pitch coke
2709	4digit	Petroleum oils and oils obtained from bituminous minerals, crude	Aceites crudos de petróleo o de mineral bituminoso.	Aceites crudos de petróleo	Petroleum oils, crude
2710	4digit	Petroleum oils and oils obtained from bituminous minerals, other than crude; preparations not elsewhere specified or included, containing by weight 70 percent or more of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations; waste oils:	Aceites de petróleo o de minerales bituminosos, excepto los aceites crudos; preparaciones no expresadas ni comprendidas en otras partidas, con un contenido de aceites de petroleo o de minerales bituminosos superior o igual al 70 % en peso, en las que estos aceites constituyan el elemento base.	Aceites de petróleo, refinados	Petroleum oils, refinados
2711	4digit	Petroleum gases and other gaseous hydrocarbons	Gas de petróleo y demás hidrocarburos gaseosos.	Gas de petróleo	Petroleum gases
2712	4digit	Petroleum jelly; paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes and similar products obtained by synthesis or by other processes, whether or not colored	Vaselina; parafina, cera de petróleo microcristalina, “slack wax”, ozoquerita, cera de lignito, cera de turba, demás ceras minerales y productos similares obtenidos por síntesis o por otros procedimientos, incluso coloreados.	Vaselina	Petroleum jelly
2713	4digit	Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals	Coque de petróleo, betún de petróleo y demás residuos de los aceites de petróleo o de mineral bituminoso.	Coque de petróleo	Petroleum coke
2714	4digit	Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks	Betunes y asfaltos naturales; pizarras y arenas bituminosas; asfaltitas y rocas asfálticas.	Betunes y asfaltos naturales	Bitumen and asphalt, natural
2715	4digit	Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs)	Mezclas bituminosas a base de asfalto o de betún naturales, de betún de petróleo, de alquitrán mineral o de brea de alquitrán mineral (por ejemplo: mástiques bituminosos, “cut backs”).	Mezclas bituminosas	Bituminous mixtures
2716	4digit	Electrical energy	Energía eléctrica.	Energía eléctrica	Electrical energy
2801	4digit	Fluorine, chlorine, bromine and iodine	Flúor, cloro, bromo y yodo.	Flúor, cloro etc.	Flourine, chlorine etc.
2802	4digit	Sulfur, sublimed or precipitated; colloidal sulfur	Azufre sublimado o precipitado; azufre coloidal.	Azufre sublimado, precipitado, o coloidal	Sulfur, sublimed or precipitated
2803	4digit	Carbon, nesoi (including carbon black)	Carbono (negros de humo y otras formas de carbono no expresadas ni comprendidas en otra parte).	Carbono	Carbon
2804	4digit	Hydrogen, rare gases and other nonmetals	Hidrógeno, gases nobles y demás elementos no metálicos.	Hidrógeno y demás elementos no metálicos	Hydrogen and other nonmetals
2805	4digit	Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury	Metales alcalinos o alcalinotérreos; metales de las tierras raras, escandio e itrio, incluso mezclados o aleados entre sí; mercurio.	Metales alcalinos, mercurio, etc.	Alkali metals, mercury etc.
2806	4digit	Hydrogen chloride (Hydrochloric acid); chlorosulfuric acid	Cloruro de hidrógeno (ácido clorhídrico); ácido clorosulfúrico.	Cloruro de hidrógeno	Hydrochloric or chlorosulfuric acid
2807	4digit	Sulfuric acid; oleum	Ácido sulfúrico; oleum.	Ácido sulfúrico; oleum	Sulfiric acid, oleum
2808	4digit	Sulfonitric acids	Ácido nítrico; ácidos sulfonítricos.	Ácido nítrico	Sulfonitric acids
2809	4digit	Diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined	Pentóxido de difósforo; ácido fosfórico; ácidos polifosfóricos, aunque no sean de constitución química definida.	Ácido fosfórico etc.	Phosphoric acid etc.
2810	4digit	Oxides of boron; boric acids	Óxidos de boro; ácidos bóricos	Óxidos de boro; ácidos bóricos	Oxides of boron; boric acids
2811	4digit	Other inorganic acids and other inorganic oxygen compounds of nonmetals	Los demás ácidos inorgánicos y los demás compuestos oxigenados inorgánicos de los elementos no metálicos.	Los demás ácidos inorgánicos	Other inorganic acids
2812	4digit	Halides and halide oxides of nonmetals	Halogenuros y oxihalogenuros de los elementos no metálicos.	Halogenuros de los elementos no metálicos	Halides of nonmetals
2813	4digit	Sulfides of nonmetals; commercial phosphorus trisulfide	Sulfuros de los elementos no metálicos; trisulfuro de fósforo comercial.	Sulfuros de los elementos no metálicos	Sulfides of nonmetals
2814	4digit	Ammonia, anhydrous or in aqueous solution	Amoníaco anhidro o en disolución acuosa.	Amoníaco	Ammonia
2815	4digit	Sodium hydroxide (Caustic soda); potassium hydroxide (Caustic potash); peroxides of sodium or potassium	Hidróxido de sodio (sosa o soda cáustica); hidróxido de potasio (potasa cáustica); peróxidos de sodio o de potasio.	Peróxidos y hidróxidos de sodio o de potasio	Sodium or potassium hydroxides or peroxides
2816	4digit	Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium	Hidróxido y peróxido de magnesio; óxidos, hidróxidos y peróxidos, de estroncio o de bario.	Hidróxido y peróxido de magnesio	Hydroxides or peroxides of magnesium
2817	4digit	Zinc oxide; zinc peroxide	Óxido de cinc; peróxido de cinc.	Óxido o peróxido de cinc	Zinc oxide or peroxide
2818	4digit	Artificial corundum, whether or not chemically defined; aluminum oxide; aluminum hydroxide	Corindón artificial, aunque no sea de constitución química definida; óxido de aluminio; hidróxido de aluminio.	Corindón artificial o óxido de aluminio	Artificial corundum, aluminum oxide etc.
2819	4digit	Chromium oxides and hydroxides	Óxidos e hidróxidos de cromo.	Óxidos e hidróxidos de cromo	Chromium oxides and hydroxides
2820	4digit	Manganese oxides	Óxidos de manganeso.	Óxidos de manganeso	Manganese oxides
2821	4digit	Iron oxides and hydroxides; earth colors containing 70 percent or more by weight of combined iron evaluated as Fe2O3	Óxidos e hidróxidos de hierro; tierras colorantes con un contenido de hierro combinado, expresado en Fe2O3, superior o igual al 70% en peso.	Óxidos e hidróxidos de hierro	Iron oxides and hydroxides
2822	4digit	Cobalt oxides and hydroxides; commercial cobalt oxides	Óxidos e hidróxidos de cobalto; óxidos de cobalto comerciales.	Óxidos e hidróxidos de cobalto	Cobalt oxides and hydroxides
2823	4digit	Titanium oxides	Óxidos de titanio.	Óxidos de titanio	Titanium oxides
2824	4digit	Lead oxides; red lead and orange lead	Óxidos de plomo; minio y minio anaranjado.	Óxidos de plomo	Lead oxides
2825	4digit	Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides	Hidrazina e hidroxilamina y sus sales inorgánicas; las demás bases inorgánicas; los demás óxidos, hidróxidos y peróxidos de metales.	Hidrazina e hidroxilamina	Hydrazine and hydroxylamine
2826	4digit	Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts	Fluoruros; fluorosilicatos, fluoroaluminatos y demás sales complejas de flúor.	Fluoruros	Flourides
2827	4digit	Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides	Cloruros, oxicloruros e hidroxicloruros; bromuros y oxibromuros; yoduros y oxiyoduros.	Cloruros, bromuros, yoduros, etc	Chlorides, bromides, iodides etc.
2828	4digit	Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites	Hipocloritos; hipoclorito de calcio comercial; cloritos; hipodromitos.	Hipocloritos	Hyopchlorites
2829	4digit	Chlorates and perchlorates; bromates and perbromates; iodates and periodates	Cloratos y percloratos; bromatos y perbromatos; yodatos y peryodatos.	Cloratos; bromatos; yodatos	Chlorates, bromates, y iodates
2830	4digit	Sulfides; polysulfides, whether or not chemically defined	Sulfuros; polisulfuros	Sulfuros; polisulfuros	Sulfides; polysulfides
2831	4digit	Dithionites and sulfoxylates	Ditionitos y sulfoxilatos.	Ditionitos y sulfoxilatos	Dithionites and sulfoxylates
2832	4digit	Sulfites; thiosulfates	Sulfitos; tiosulfatos.	Sulfitos; tiosulfatos	Sulfites
2833	4digit	Sulfates; alums; peroxosulfates (persulfates)	Sulfatos; alumbres; peroxosulfatos (persulfatos).	Sulfatos	Sulfates
2834	4digit	Nitrites; nitrates	Nitritos; nitratos.	Nitritos; nitratos	Nitrites, nitrates
2835	4digit	Phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined	Fosfinatos (hipofosfitos), fosfonatos (fosfitos) y fosfatos; polifosfatos, aunque no sean de constitución química definida.	Fosfatos	Phosphates
2836	4digit	Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate	Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amonio comercial que contenga carbamato de amonio.	Carbonatos	Carbonates
2837	4digit	Cyanides, cyanide oxides and complex cyanides	Cianuros, oxicianuros y cianuros complejos.	Cianuros	Cyanides
2838	4digit	Fulminates, cyanates and thiocyanates	Fulminatos, cianatos y tiocianatos.	Fulminatos, cianatos y tiocianatos	Fulminates, cyanates and thiocyanates
2839	4digit	Silicates; commercial alkali metal silicates	Silicatos; silicatos comerciales de los metales alcalinos.	Silicatos	Silicates
2840	4digit	Borates; peroxoborates (perborates)	Boratos; peroxoboratos (perboratos).	Boratos; peroxoboratos	Borates; peroxoborates
2841	4digit	Salts of oxometallic or peroxometallic acids	Sales de los ácidos oxometálicos o peroxometálicos.	Sales de los ácidos oxometálicos	Salts of oxometallic acids
2842	4digit	Other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides	Las demás sales de los ácidos o peroxoácidos inorgánicos (incluidos los aluminosilicatos, aunque no sean de constitución química definida), excepto los aziduros (azidas).	Las demás sales de los ácidos	Other salts of acids
2843	4digit	Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals	Metal precioso en estado coloidal; compuestos inorgánicos u orgánicos de metal precioso, aunque no sean de constitución química definida; amalgamas de metal precioso.	Compuestos de metal precioso	Compounds of precious metals
2844	4digit	Radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products	Elementos químicos radiactivos e isótopos radiactivos (incluidos los elementos químicos e isótopos fisionables o fértiles) y sus compuestos; mezclas y residuos que contengan estos productos.	Elementos químicos radiactivos	Radioactive chemical elements
2845	4digit	Isotopes other than those of heading 2844; compounds, inorganic or organic, of such isotopes, whether or not chemically defined	Isótopos, excepto los de la partida 28.44; sus compuestos inorgánicos u orgánicos, aunque no sean de constitución química definida.	Isótopos no radiactivos	Non-radioactive isotopes
2846	4digit	Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium, or of mixtures of these metals	Compuestos inorgánicos u orgánicos, de metales de las tierras raras, del itrio, del escandio o de las mezclas de estos metales.	Compuestos de metales de las tierras raras	Compounds of rare-earth metals
2847	4digit	Hydrogen peroxide, whether or not solidified with urea	Peróxido de hidrógeno (agua oxigenada), incluso solidificado con urea.	Peróxido de hidrógeno	Hydrogen peroxide
2848	4digit	Phosphides, whether or not chemically defined, excluding ferrophosphorus	Fosfuros, aunque no sean de constitución química definida, excepto los ferrofósforos.	Fosfuros	Phosphides
2849	4digit	Carbides, whether or not chemically defined	Carburos, aunque no sean de constitución química definida.	Carburos	Carbides
2850	4digit	Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 2849 Carbides	Hidruros, nitruros, aziduros (azidas), siliciuros y boruros, aunque no sean de constitucion quimica definida.	Hidruros, nitruros, aziduros, siliciuros, boruros	Hydrides, nitrides, azides, silicides and borides
2851	4digit	Inorganic compounds,liquid/compressed air,amalgams ne	Los demas compuestos inorganicos (incluida el agua destilada, de conductibilidad o del mismo grado de pureza); aire liquido, aunque se le hayan eliminado los gases nobles; aire comprimido; amalgamas, excepto las de metales preciosos.	Otros compuestos inorganicos, aire liquido o comprimido	Inorganic compounds, liquid or compressed air
2852	4digit	Inorganic or organic compounds of mercury, whether or not chemically defined, excluding amalgams	Compuestos inorgánicos u orgánicos, de mercurio, aunque no sean de constitución química definida, excepto las amalgamas.	Compuestos de mercurio	Compounds of mercury
2853	4digit	Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals	Los demás compuestos inorgánicos (incluida el agua destilada, de conductibilidad o del mismo grado de pureza); aire líquido, aunque se le hayan eliminado los gases nobles; aire comprimido; amalgamas, excepto las de metal precioso.	Los demás compuestos inorgánicos	Other inorganic compounds
2901	4digit	Acyclic hydrocarbons	Hidrocarburos acíclicos.	Hidrocarburos acíclicos	Acyclic hydrocarbons
2902	4digit	Cyclic hydrocarbons	Hidrocarburos cíclicos.	Hidrocarburos cíclicos	Cyclic hydrocarbons
2903	4digit	Halogenated derivatives of hydrocarbons	Derivados halogenados de los hidrocarburos.	Derivados halogenados de los hidrocarburos	Halogenated derivatives of hydrocarbons
2904	4digit	Sulfonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated	Derivados sulfonados, nitrados o nitrosados de los hidrocarburos, incluso halogenados.	Derivados sulfonados, nitrados de hidrocarburos	Sulfonated, nitrated derivatives of hydrocarbons
2905	4digit	Acyclic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives	Alcoholes acíclicos y sus derivados halogenados, sulfonados, nitrados o nitrosados.	Alcoholes acíclicos	Acyclic alcohols
2906	4digit	Cyclic alcohols and their halogenated, sulfonated, nitrated or nitrosated derivatives	Alcoholes cíclicos y sus derivados halogenados, sulfonados, nitrados o nitrosados.	Alcoholes cíclicos	Cyclic alcohols
2907	4digit	Phenols; phenol-alcohols	Fenoles; fenoles-alcoholes.	Fenoles; fenoles-alcoholes	Phenols, phenol-alcohols
2908	4digit	Halogenated, sulfonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols	Derivados halogenados, sulfonados, nitrados o nitrosados, de los fenoles o de los fenoles-alcoholes.	Derivados de los fenoles	Derivatives of phenols
2909	4digit	Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulfonated, nitrated or nitrosated derivatives	Éteres, éteres-alcoholes, éteres-fenoles, éteres-alcoholes-fenoles, peróxidos de alcoholes, peróxidos de éteres, peróxidos de cetonas (aunque no sean de constitución química definida), y sus derivados halogenados, sulfonados, nitrados o nitrosados.	Etheres	Ethers
2910	4digit	Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulfonated, nitrated or nitrosated derivatives	Epóxidos, epoxialcoholes, epoxifenoles y epoxieteres, con tres atomosen el ciclo, y sus derivados halogenados, sulfonados, nitrados o nitrosados.	Epóxidos	Epoxides
2911	4digit	Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulfonated, nitrated or nitrosated derivatives	Acetales y semiacetales, incluso con otras funciones oxigenadas, y sus derivados halogenados, sulfonados, nitrados o nitrosados.	Acetales y semiacetales	Acetals and hemiacetals
2912	4digit	Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde	Aldehídos, incluso con otras funciones oxigenadas; polímeros cíclicos de los aldehídos; paraformaldehído.	Aldehídos	Aldehydes
2913	4digit	Halogenated, sulfonated, nitrated or nitrosated derivatives of products of heading 2912	Derivados halogenados, sulfonados, nitrados o nitrosados de los productos de la partida 29.12.	Derivados de los aldehídos	Derivatives of aldehydes
2914	4digit	Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulfonated, nitrated, or nitrosated derivatives	Cetonas y quinonas, incluso con otras funciones oxigenadas, y sus derivados halogenados, sulfonados, nitrados o nitrosados.	Cetonas y quinonas	Ketones and quinones
2915	4digit	Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives	Ácidos monocarboxílicos acíclicos saturados y sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados.	Ácidos monocarboxílicos acíclicos saturados	Saturated acyclic monocarboxylic acids
2916	4digit	Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives	Ácidos monocarboxílicos acíclicos no saturados y ácidos monocarboxílicos cíclicos, sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados.	Ácidos monocarboxílicos acíclicos no saturados	Unsaturated acyclic monocarboxylic acids
2917	4digit	Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives	Ácidos policarboxílicos, sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados.	Ácidos policarboxílicos	Polycarboxylic acids
2918	4digit	Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulfonated, nitrated or nitrosated derivatives	Ácidos carboxílicos con funciones oxigenadas suplementarias y sus anhídridos, halogenuros, peróxidos y peroxiácidos; sus derivados halogenados, sulfonados, nitrados o nitrosados.	Ácidos carboxílicos con funciones oxigenadas	Carboxylic acids with additional oxygen function
2919	4digit	Phosphoric esters and their salts, including lactophosphates; their halogenated, sulfonated, nitrated or nitrosated derivatives	Ésteres fosfóricos y sus sales, incluidos los lactofosfatos; sus derivados halogenados, sulfonados, nitrados o nitrosados.	Ésteres fosfóricos	Phosporic esters
2920	4digit	Esters of other inorganic acids of nonmetals (excluding esters of hydrogen halides) and their salts; their halogenated, sulfonated, nitrated or nitrosated derivatives	Esteres de los demas acidos inorganicos (con exclusion de los esteresde halogenuros de hidrogeno) y sus sales; sus derivados halogenados, sulfonados, nitrados o nitrosados.	Esteres de otros ácidos inorgánicos	Esters of other inorganic acids of nonmetals
2921	4digit	Amine-function compounds	Compuestos con función amina.	Compuestos con función amina	Amine-function compounds
2922	4digit	Oxygen-function amino-compounds	Compuestos aminados con funciones oxigenadas.	Compuestos aminados con funciones oxigenadas	Oxygen-function amino-compounds
2923	4digit	Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined	Sales e hidróxidos de amonio cuaternario; lecitinas y demás fosfoaminolípidos, aunque no sean de constitución química definida.	Sales e hidróxidos de amonio cuaternario	Quaternary ammonium salts and hydroxides
2924	4digit	Carboxyamide-function compounds; amide-function compounds of carbonic acid	Compuestos con función carboxiamida; compuestos con función amida del ácido carbónico.	Compuestos con función carboxiamida	Carboxyamide-function compounds
2925	4digit	Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds	Compuestos con función carboxiimida (incluida la sacarina y sus sales) o con función imina.	Compuestos con función carboxiimida	Carboxyimide-function compounds
2926	4digit	Nitrile-function compounds	Compuestos con función nitrilo.	Compuestos con función nitrilo	Nitrile-function compounds
2927	4digit	Diazo-, azo- or azoxy-compounds	Compuestos diazoicos, azoicos o azoxi.	Compuestos diazoicos, azoicos o azoxi	Diazo-, azo-, or azoxy-compounds
2928	4digit	Organic derivatives of hydrazine or of hydroxylamine	Derivados orgánicos de la hidrazina o de la hidroxilamina.	Derivados orgánicos de la hidrazina	Organix derivatives of hydrazine
2929	4digit	Compounds with other nitrogen function	Compuestos con otras funciones nitrogenadas.	Compuestos con otras funciones nitrogenadas	Compounds with other nitrogen function
2930	4digit	Organo-sulfur compounds	Tiocompuestos orgánicos.	Tiocompuestos orgánicos	Organo-sulfur compounds
2931	4digit	Other organo-inorganic compounds	Los demás compuestos órgano-inorgánicos.	Los demás compuestos órgano-inorgánicos	Other organo-inorganic compounds
2932	4digit	Heterocyclic compounds with oxygen hetero-atom(s) only	Compuestos heterocíclicos con heteroátomo(s) de oxígeno exclusivamente.	Compuestos heterocíclicos con heteroátomo(s) solo de oxígeno	Heterocyclic compounds with oxygen hetero-atom(s) only
2933	4digit	Heterocyclic compounds with nitrogen hetero-atom(s) only	Compuestos heterocíclicos con heteroátomo(s) de nitrógeno exclusivamente.	Compuestos heterocíclicos con heteroátomo(s) solo de nitrógeno	Heterocyclic compounds with nitrogen hetero-atom(s) only
2934	4digit	Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds	Ácidos nucleicos y sus sales, aunque no sean de constitución química definida; los demás compuestos heterocíclicos.	Ácidos nucleicos y sus sales	Nucleic acids and their salts
2935	4digit	Sulfonamides	Sulfonamidas.	Sulfonamidas	Sulfonamides
2936	4digit	Provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent	Provitaminas y vitaminas, naturales o reproducidas por síntesis (incluidos los concentrados naturales) y sus derivados utilizados principalmente como vitaminas, mezclados o no entre sí o en disoluciones de cualquier clase.	Vitaminas	Vitamins
2937	4digit	Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones	Hormonas, prostaglandinas, tromboxanos y leucotrienos, naturales o reproducidos por síntesis; sus derivados y análogos estructurales, incluidos los polipéptidos de cadena Modificada, utilizados principalmente como hormonas.	Hormonas	Hormones
2938	4digit	Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives	Heterósidos, naturales o reproducidos por síntesis, sus sales, éteres, ésteres y demás derivados.	Heterósidos	Glycosides
2939	4digit	Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives	Alcaloides vegetales, naturales o reproducidos por síntesis, sus sales, éteres, ésteres y demás derivados.	Alcaloides vegetales	Vegetable alkaloids
2940	4digit	Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 2937, 2938 or 2939:	Azúcares químicamente puros, excepto la sacarosa, lactosa, maltosa, glucosa y fructosa (levulosa); éteres, acetales y ésteres de azúcares y sus sales, excepto los productos de las partidas 2937, 2938 ó 2939	Azúcares químicamente puros exc. sacarosa, lactosa, maltosa, glucosa y fructosa	Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose
2941	4digit	Antibiotics	Antibióticos.	Antibióticos	Antibiotics
2942	4digit	Other organic compounds	Los demás compuestos orgánicos.	Los demás compuestos orgánicos	Other organic compounds
3001	4digit	Glands and other organs for organotherapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organotherapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or p	Glándulas y demás órganos para usos opoterápicos, desecados, incluso pulverizados; extractos de glándulas o de otros órganos o de sus secreciones, para usos opoterápicos; heparina y sus sales; las demás sustancias humanas o animales preparadas para usos terapéuticos o profilácticos, no expresadas ni comprendidas en otra parte.	Órganos para usos opoterapicos	Organs for therapeutic use
3002	4digit	Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr	Sangre humana; sangre animal preparada para usos terapéuticos, profilácticos o de diagnóstico; antisueros (sueros con anticuerpos), demás fracciones de la sangre y productos inmunológicos, incluso modificados u obtenidos por procesos biotecnológicos; vacunas, toxinas, cultivos de microorganismos (excepto las levaduras) y productos similares.	Sangre	Blood
3003	4digit	Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale	Medicamentos (excepto los productos de las partidas 30.02, 30.05 ó 30.06) constituidos por productos mezclados entre sí, preparados para usos terapéuticos o profilácticos, sin dosificar ni acondicionar para la venta al por menor.	Medicamentos, no envasados	Medicaments, not packaged
3004	4digit	Medicaments (excluding goods of heading 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings	Medicamentos (excepto los productos de las partidas 30.02, 30.05 ó 30.06) constituidos por productos mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados (incluidos los administrados por vía transdérmica) o acondicionados para la venta al por menor.	Medicamentos, envasados	Medicaments, packaged
3005	4digit	Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes	Guatas, gasas, vendas y artículos análogos (por ejemplo: apósitos, esparadrapos, sinapismos), impregnados o recubiertos de sustancias farmacéuticas o acondicionados para la venta al por menor con fines médicos, quirúrgicos, odontológicos o veterinarios.	Guatas, gasas, y vendas	Wadding, gauze and bandages
3006	4digit	Pharmaceutical goods specified in note 4 to this chapter	Preparaciones y artículos farmacéuticos a que se refiere la Nota 4 de este Capítulo.	Artículos farmacéuticos	Pharmaceutical goods
3101	4digit	Animal or vegetable fertilizers, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products	Abonos de origen animal o vegetal, incluso mezclados entre sí o tratados químicamente; abonos procedentes de la mezcla o del tratamiento químico de productos de origen animal o vegetal.	Abonos de origen animal o vegetal	Animal or vegetable fertilizers
3102	4digit	Mineral or chemical fertilizers, nitrogenous	Abonos minerales o químicos nitrogenados.	Abonos, nitrogenados	Nitrogenous fertilizers
3103	4digit	Mineral or chemical fertilizers, phosphatic	Abonos minerales o químicos fosfatados.	Abonos, fosfatados	Phosphatic fertilizers
3104	4digit	Mineral or chemical fertilizers, potassic	Abonos minerales o químicos potásicos.	Abonos, potásicos	Potassic fertilizers
3105	4digit	Mineral or chemical fertilizers containing two or three of the fertilizing elements nitrogen, phosphorus and potassium; other fertilizers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg	Abonos minerales o químicos, con dos o tres de los elementos fertilizantes: nitrógeno, fósforo y potasio; los demás abonos; productos de este Capítulo en tabletas o formas similares o en envases de un peso bruto inferior o igual a 10 kg.	Abonos, mixtos	Mixed fertilizers
3201	4digit	Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives	Extractos curtientes de origen vegetal; taninos y sus sales, éteres, ésteres y demás derivados.	Extractos curtientes de origen vegetal	Tanning extracts of vegetable origen
3202	4digit	Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning	Productos curtientes orgánicos sintéticos; productos curtientes inorgánicos; preparaciones curtientes, incluso con productos curtientes naturales; preparaciones enzimáticas para precurtido.	Productos curtientes orgánicos sintéticos	Synthetic organic tanning substances
