code	level	name_en	name_es	name_short_es	name_short_en
7323	4digit	Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel	Artículos de uso doméstico y sus partes, de fundición, hierro o acero; lana de hierro o acero; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos, de hierro o acero.	Artículos de uso doméstico de fundición, hierro o acero	Household articles of iron or steel
7324	4digit	Sanitary ware and parts thereof, of iron or steel	Artículos de higiene o tocador, y sus partes, de fundición, hierro o acero.	Artículos de higiene de hierro o acero	Sanitary ware and parts of iron or steel
7325	4digit	Other cast articles of iron or steel	Las demás manufacturas moldeadas de fundición, hierro o acero.	Otras manufacturas moldeadas de fundición, hierro o acero	Other cast articles of iron or steel
7326	4digit	Other articles of iron or steel	Las demás manufacturas de hierro o acero.	Las demás manufacturas de hierro o acero	Other articles of iron or steel
7401	4digit	Copper mattes; cement copper (precipitated copper)	Matas de cobre; cobre de cementación (cobre precipitado).	Matas de cobre	Copper mattes
7402	4digit	Unrefined copper; copper anodes for electrolytic refining	Cobre sin refinar; ánodos de cobre para refinado electrolítico.	Cobre sin refinar	Unrefined copper
7403	4digit	Refined copper and copper alloys, unwrought (other than master alloys of heading 7405)	Cobre refinado y aleaciones de cobre, en bruto.	Cobre refinado y aleaciones de cobre, en bruto	Refined copper and copper alloys
7404	4digit	Copper waste and scrap:	Desperdicios y desechos, de cobre.	Desperdicios y desechos, de cobre	Copper waste and scrap
7405	4digit	Master alloys of copper:	Aleaciones madre de cobre.	Aleaciones madre de cobre	Master alloys of copper
7406	4digit	Copper powders and flakes	Polvo y escamillas, de cobre.	Polvo y escamillas, de cobre	Copper powders and flakes
7407	4digit	Copper bars, rods and profiles	Barras y perfiles, de cobre.	Barras y perfiles, de cobre	Copper bars, rods and profiles
7408	4digit	Copper wire	Alambre de cobre.	Alambre de cobre	Copper wire
7409	4digit	Copper plates, sheets and strip, of a thickness exceeding0.15 mm	Chapas y tiras, de cobre, de espesor superior a 0.15 mm.	Chapas y tiras, de cobre, espesor > 0.15 mm	Copper plates, sheets and strip > 0.15 mm
7410	4digit	Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness(excluding any backing) not exceeding 0.15 mm	Hojas y tiras, delgadas, de cobre (incluso impresas o fijadas sobre papel, cartón, plástico o soportes similares), de espesor inferior o igual a 0,15 mm (sin incluir el soporte).	Hojas y tiras de cobre de espesor < 0.15 mm	Copper foil < 0.15 mm thick
7411	4digit	Copper tubes and pipes	Tubos de cobre.	Tubos de cobre	Copper tubes and pipes
7412	4digit	Copper tube or pipe fittings(for example couplings, elbows, sleeves)	Accesorios de tubería (por ejemplo: empalmes (racores), codos, manguitos) de cobre.	Accesorios de tubería de cobre	Copper tube or pipe fittings
7413	4digit	Stranded wire, cables, plaited bands and the like, including slings and similar articles, of copper, not electrically insulated:	Cables, trenzas y artículos similares, de cobre, sin aislar para electricidad.	Cables de cobre, sin aislar	Copper wire, uninsulated
7414	4digit	Endless bands of copper wire for machinery	Telas metalicas (incluidas las continuas o sin fin) y enrejados, de alambre de cobre; chapas y bandas, extendidas, de cobre.	Telas y enrejados de alambre de cobre	Endless bands of copper wire for machinery
7415	4digit	Nails, tacks, drawing pins, staples (other than those of heading 8305) and similar articles, of copper or of iron or steel with heads of copper; screws,bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar	Puntas, clavos, chinchetas (chinches), grapas apuntadas y artículos similares, de cobre, o con espiga de hierro o acero y cabeza de cobre; tornillos, pernos, tuercas, escarpias roscadas, remaches, pasadores, clavijas, chavetas y arandelas (incluidas las arandelas de muelle (resorte)) y artículos similares, de cobre.	Puntas y artículos similares de cobre	Screws and similar articles of copper
7416	4digit	Copper springs	Muelles de cobre.	Muelles de cobre	Copper springs
7417	4digit	Copper cooking, heating apparatus, non-electric, part	Los demas aparatos no electricos de coccion o de calefaccion, de los tiicos, y sus partes, de cobre.	Aparatos cocción, no electricos, de cobre	Copper cooking products
7418	4digit	Table, kitchen or other household articles and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper; sanitary ware and parts thereof, of copper	Artículos de uso doméstico, higiene o tocador, y sus partes, de cobre; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos, de cobre.	Artículos de uso doméstico de cobre	Household articles of copper
7419	4digit	Other articles of copper	Las demás manufacturas de cobre.	Las demás manufacturas de cobre	Other articles of copper
7501	4digit	Nickel mattes, nickel oxides inters and other intermediate products of nickel metallurgy	"Matas de níquel, ""sinters"" de óxidos de níquel y demás productos intermedios de la metalurgia del níquel."	Matas de níquel	Nickel mattes
7502	4digit	Unwrought nickel	Níquel en bruto.	Níquel en bruto	Nickel unwrought
7503	4digit	Nickel waste and scrap	Desperdicios y desechos, de níquel.	Desperdicios y desechos, de níquel	Nickel waste and scrap
7504	4digit	Nickel powders and flakes	Polvo y escamillas, de níquel.	Polvo de níquel	Nickel powders
7505	4digit	Nickel bars, rods, profiles and wire	Barras, perfiles y alambre, de níquel.	Barras, alambre etc. de níquel	Nickel bars, wire etc.
7506	4digit	Nickel plates, sheets, strip and foil	Chapas, hojas y tiras, de níquel.	Chapas de níquel	Nickel plates
7507	4digit	Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows,sleeves)	Tubos y accesorios de tubería (por ejemplo: empalmes (racores), codos, manguitos), de níquel.	Tubos de níquel	Nickel tubes and pipes
7508	4digit	Other articles of nickel	Las demás manufacturas de níquel.	Las demás manufacturas de níquel	Other articles of nickel
7601	4digit	Unwrought aluminum	Aluminio en bruto.	Aluminio en bruto	Unwrought aluminum
7602	4digit	Waste or scrap, aluminium	Desperdicios y desechos, de aluminio.	Desperdicios y desechos, de aluminio	Waste or scrap, aluminium
7603	4digit	Aluminum powders and flakes	Polvo y escamillas, de aluminio.	Polvo de aluminio	Aluminum powders
7604	4digit	Aluminum bars, rods and profiles	Barras y perfiles, de aluminio.	Barras de aluminio	Aluminum bars
7605	4digit	Aluminum wire	Alambre de aluminio.	Alambre de aluminio	Aluminum wire
7606	4digit	Aluminum plates, sheets and strip, of a thickness exceeding 0.2 mm	Chapas y tiras, de aluminio, de espesor superior a 0.2 mm.	Chapas de aluminio, de espesor > 0.2 mm	Aluminum plates > 0.2 mm
7607	4digit	Aluminum foil (whether or not printed, or backed with paper, paperboard, plastics or similar backing materials) of a thickness(excluding any backing) not exceeding 0.2 mm	Hojas y tiras, delgadas, de aluminio (incluso impresas o fijadas sobre papel, cartón, plástico o soportes similares), de espesor inferior o igual a 0.2 mm (sin incluir el soporte).	Hojas de aluminio, delgadas de < 0.2 mm	Aluminum foil < 0.2 mm
7608	4digit	Aluminum tubes and pipes	Tubos de aluminio.	Tubos de aluminio	Aluminum tubes and pipes
7609	4digit	Aluminum tube or pipe fittings (for example, couplings, elbows, sleeves)	Accesorios de tubería (por ejemplo: empalmes (racores), codos, manguitos) de aluminio.	Accesorios de tubería de aluminio	Aluminum tube or pipe fittings
7610	4digit	Aluminum structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balus	Construcciones y partes de construcciones (por ejemplo: puentes y partes de puentes, torres, castilletes, pilares, columnas, cubiertas, tejados, puertas, ventanas y sus marcos, bastidores y umbrales, y balaustradas), de aluminio, con excepcion de las construcciones prefabricadasde la partida 94.06; chapas, barras, perfiles, tubos y similares, de aluminio, preparados para la construccion.	Partes de aluminio para construcción	Aluminum structures (bridges, towers etc)
7611	4digit	Aluminium reservoirs,vats, tanks, etc, volume >300l	Depósitos, cisternas, cubas y recipientes similares para cualquier materia (excepto gas comprimido o licuado), de aluminio, de capacidad superior a 300 l, sin dispositivos mecánicos ni térmicos, incluso con revestimiento interior o calorífugo.	Recipientes de aluminio, >300 litros	Aluminum containers, >300 liters
7612	4digit	Aluminum casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding300 liters, whether or not lined or heat insulated, but no	Depósitos, barriles, tambores, bidones, botes, cajas y recipientes similares, de aluminio (incluidos los envases tubulares rígidos o flexibles), para cualquier materia (excepto gas comprimido o licuado), de capacidad inferior o igual a 300 l, sin dispositivos mecánicos ni térmicos, incluso con revestimiento interior o calorífugo.	Recipientes de aluminio, <300 litros	Aluminum containers, <300 liters
7613	4digit	Aluminum containers for compressed or liquefied gas	Recipientes para gas comprimido o licuado, de aluminio.	Recipientes aluminio para gas comprimido o licuado	Aluminum containers for compressed or liquefied gas
7614	4digit	Stranded wire, cables, plaited bands and the like,including slings and similar articles, of aluminum, not electrically insulated	Cables, trenzas y similares, de aluminio, sin aislar para electricidad.	Cables de aluminio, sin aislar	Aluminum wire, not insulated
7615	4digit	Table, kitchen or other household articles and parts thereof, of aluminum; pot scourers and scouring or polishing pads, gloves and the like, of aluminum; sanitary ware and parts thereof, of aluminum	Artículos de uso doméstico, higiene o tocador, y sus partes, de aluminio; esponjas, estropajos, guantes y artículos similares para fregar, lustrar o usos análogos, de aluminio.	Artículos de uso doméstico de aluminio	Household articles of aluminum
7616	4digit	Other articles of aluminum	Las demás manufacturas de aluminio.	Las demás manufacturas de aluminio	Other articles of aluminum
7801	4digit	Lead refined unwrought	Plomo en bruto.	Plomo en bruto	Lead refined unwrought
7802	4digit	Lead waste or scrap	Desperdicios y desechos, de plomo.	Desperdicios y desechos, de plomo	Lead waste or scrap
7803	4digit	Lead bars, rods, profiles and wire	Barras, perfiles y alambres, de plomo.	Barras, perfiles y alambres, de plomo	Lead bars, rods, profiles and wire
7804	4digit	Lead foil of a thickness <2mm	Chapas, hojas y tiras, de plomo; polvo y escamillas, de plomo.	Chapas de plomo	Lead foil <2mm
7805	4digit	Lead tubes, pipes and fittings	Tubos y accesorios de tuberia (por ejemplo: racores, codos o manguitos), de plomo.	Tubos y accesorios de tubería, de plomo	Lead tubes, pipes and fittings
7806	4digit	Other articles of lead	Las demás manufacturas de plomo.	Las demás manufacturas de plomo	Other articles of lead
7901	4digit	Unwrought zinc	Cinc en bruto.	Cinc en bruto	Unwrought zinc
7902	4digit	Zinc waste and scrap	Desperdicios y desechos, de cinc.	Desperdicios y desechos, de cinc	Zinc waste and scrap
7903	4digit	Zinc dust, powders and flakes	Polvo y escamillas, de cinc.	Polvo de cinc	Zinc powders
7904	4digit	Zinc bars, rods, profiles and wire	Barras, perfiles y alambre, de cinc.	Barras y alambre de cinc	Zinx bars and wire
7905	4digit	Zinc plates, sheets, strip and foil	Chapas, hojas y tiras, de cinc.	Chapas, hojas y tiras, de cinc	Zinc plates and foil
7906	4digit	Zinc tubes, pipes and tube or pipe fittings	Tubos y accesorios de tuberia (por ejemplo: racores, codos o manguitos), de cinc.	Tubos y accesorios de tubería, de cinc	Zinc tubes, pipes and tube or pipe fittings
7907	4digit	Other articles of zinc:	Las demás manufacturas de cinc.	Las demás manufacturas de cinc	Other articles of zinc
8001	4digit	Unwrought tin	Estaño en bruto.	Estaño en bruto	Unwrought tin
8002	4digit	Tin waste and scrap	Desperdicios y desechos, de estaño.	Desperdicios y desechos, de estaño	Tin waste and scrap
8003	4digit	Tin bars, rods, profiles and wire	Barras, perfiles y alambre, de estaño.	Barras y alambre, de estaño	Tin bars and wire
8004	4digit	Tin plates, sheets and strips, thickness > 0.2 mm	Chapas, hojas y bandas, de estaño, de espesor superior a 0,2 mm.	Chapas y bandas de estaño, espesor > 0.2 mm	Tin plates, sheets and strips, thickness > 0.2 mm
8005	4digit	Tin foil (thickness < 0.2 mm)	Hojas y tiras delgadas, de estaño (incluso impresas o con soporte de papel, carton, plastico o soportes similares), de espesor inferior o igual a 0,2 mm (sin incluir el soporte); polvo y particulas, de estaño.	Hojas y tiras de estaño, de espresor < 0.2 mm	Tin foil, thickness < 0.2 mm
8006	4digit	Tin pipes or tubes and pipe fittings	Tubos y accesorios de tuberia (por ejemplo: racores, codos o manguitos), estaño.	Tubos y accesorios de tubería, de estaño	Tin pipes or tubes and pipe fittings
8007	4digit	Other articles of tin:	Las demás manufacturas de estaño.	Las demás manufacturas de estaño	Other articles of tin
8101	4digit	Tungsten (wolfram) and articles thereof, including waste and scrap	Volframio (tungsteno) y sus manufacturas, incluidos los desperdicios y desechos.	Volframio (tungsteno)	Tungsten (wolfram)
8102	4digit	Molybdenum and articles thereof, including waste and scrap	Molibdeno y sus manufacturas, incluidos los desperdicios y desechos.	Molibdenom	Molybdenum
8103	4digit	Tantalum and articles thereof,including waste and scrap	Tantalio y sus manufacturas, incluidos los desperdicios y desechos.	Tantalio	Tantalum
8104	4digit	Magnesium and articles thereof, including waste and scrap	Magnesio y sus manufacturas, incluidos los desperdicios y desechos.	Magnesio	Magnesium
8105	4digit	Cobalt mattes and other intermediate products of cobalt metallurgy; cobalt and articles thereof,including waste and scrap	Matas de cobalto y demás productos intermedios de la metalurgia del cobalto; cobalto y sus manufacturas, incluidos los desperdicios y desechos.	Cobalto	Cobalt
8106	4digit	Bismuth and articles thereof, including waste and scrap	Bismuto y sus manufacturas, incluidos los desperdicios y desechos.	Bismuto	Bismuth
8107	4digit	Cadmium and articles thereof, including waste and scrap	Cadmio y sus manufacturas, incluidos los desperdicios y desechos.	Cadmio	Cadmium
8108	4digit	Titanium and articles thereof, including waste and scrap	Titanio y sus manufacturas, incluidos los desperdicios y desechos.	Titanio	Titanium
8109	4digit	Zirconium and articles thereof, including waste and scrap	Circonio y sus manufacturas, incluidos los desperdicios y desechos.	Circonio	Zirconium
8110	4digit	Antimony and articles thereof,including waste and scrap	Antimonio y sus manufacturas, incluidos los desperdicios y desechos.	Antimonio	Antimony
8111	4digit	Manganese and articles thereof, including waste and scrap:	Manganeso y sus manufacturas, incluidos los desperdicios y desechos.	Manganeso	Manganese
8112	4digit	Beryllium, chromium,germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium and thallium,and articles of these metals, including waste and scrap	Berilio, cromo, germanio, vanadio, galio, hafnio (celtio), indio, niobio (colombio), renio y talio, así como las manufacturas de estos metales, incluidos los desperdicios y desechos.	Otros metales	Other metals
8113	4digit	Cermets and articles thereof, including waste and scrap	Cermet y sus manufacturas, incluidos los desperdicios y desechos.	Cermetes	Cermets
8201	4digit	Hand tools of the following kinds and base metal parts thereof spades, shovels, mattocks, picks, hoes, forks and rakes; axes,bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges	Layas, palas, azadas, picos, binaderas, horcas de labranza, rastrillos y raederas; hachas, hocinos y herramientas similares con filo; tijeras de podar de cualquier tipo; hoces y guadañas, cuchillos para heno o para paja, cizallas para setos, cuñas y demás herramientas de mano, agrícolas, hortícolas o forestales.	Herramientas de mano para la jardinería	Handtools for gardening
8202	4digit	Handsaws, and metal parts thereof; blades for saws of all kinds (including slitting, slotting or toothless saw blades), and base metal parts thereof	Sierras de mano; hojas de sierra de cualquier clase (incluidas las fresas sierra y las hojas sin dentar).	Sierras de mano	Handsaws
8203	4digit	Files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt cutters, perforating punches and similar hand tools, and base metal parts thereof	Limas, escofinas, alicates (incluso cortantes), tenazas, pinzas, cizallas para metales, cortatubos, cortapernos, sacabocados y herramientas similares, de mano.	Limas, escofinas y herramientas de mano similares	Pliers, pincers and other metal handtools
8204	4digit	Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); socket wrenches, with or without handles,drives or extensions; base metal parts thereof	Llaves de ajuste de mano (incluidas las llaves dinamométricas); cubos (dados) de ajuste intercambiables, incluso con mango.	Llaves de ajuste de mano	Wrenches
8205	4digit	Hand tools (including glass cutters) not elsewhere specified or included; blowtorches and similar self-contained torches; vises, clamps and the like, other than accessories for and parts of machine tools; anvils; portable forges; hand- or pedal-operated g	Herramientas de mano (incluidos los diamantes de vidriero) no expresadas ni comprendidas en otra parte; lámparas de soldar y similares; tornillos de banco, prensas de carpintero y similares, excepto los que sean accesorios o partes de máquinas herramienta; yunques; fraguas portátiles; muelas de mano o pedal, con bastidor.	Herramientas de mano n.c.p.	Hand tools n.e.c.
8206	4digit	Tools of two or more of headings 8202 to 8205, put up in sets for retail sale	Herramientas de dos o más de las partidas 82.02 a 82.05, acondicionadas en juegos para la venta al por menor.	Herramientas en juegos para la venta	Retail tool sets
8207	4digit	Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling,boring, broaching, milling, turning or screw driving), including dies for drawing or ext	Útiles intercambiables para herramientas de mano, incluso mecánicas, o para máquinas herramienta (por ejemplo: de embutir, estampar, punzonar, roscar (incluso aterrajar), taladrar, escariar, brochar, fresar, tornear, atornillar), incluidas las hileras de extrudir o de estirar (trefilar)* metal, así como los útiles de perforación o sondeo.	Útiles intercambiables para herramientas de mano	Interchangeable tools for hand tools
8208	4digit	Knives and cutting blades, for machines or for mechanical appliances,and base metal parts thereof	Cuchillas y hojas cortantes, para máquinas o aparatos mecánicos.	Cuchillas y hojas cortantes, para máquinas	Knives and blades for machines
8209	4digit	Of other cermets	Plaquitas, varillas, puntas y artículos similares para útiles, sin montar, de cermet.	Artículos para útiles, de cermet	Articles for utensils, of cermet
8210	4digit	Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink, and base metal parts thereof	Aparatos mecánicos accionados a mano, de peso inferior o igual a 10 KG. Utilizados para preparar, acondicionar o servir alimentos o bebidas.	Aparatos manuales de preparación de alimentos, peso < 10 kg	Hand-operated appliances, food preparation, <10kg
8211	4digit	Knives with cutting blades,serrated or not (including pruning knives), other than knives of heading 8208, and blades and other base metal parts thereof	Cuchillos con hoja cortante o dentada, incluidas las navajas de podar, y sus hojas (excepto los de la partida 82.08).	Cuchillería	Knife sets
8212	4digit	Razors and razor blades (including razor blade blanks in strips), and base metal parts thereof	Navajas y máquinas de afeitar y sus hojas (incluidos los esbozos en fleje).	Navajas	Razors
8213	4digit	Scissors, tailors' shears and similar shears, and blades and other base metal parts thereof:	Tijeras y sus hojas.	Tijeras y sus hojas	Scissors
8214	4digit	Other articles of cutlery (for example, hair clippers, butchers' or kitchen cleavers, chopping or mincing knives, paper knives);manicure or pedicure sets and instruments (including nail files); base metal parts thereof	Los demás artículos de cuchillería (por ejemplo: máquinas de cortar el pelo o de esquilar, cuchillas para picar carne, tajaderas de carnicería o cocina y cortapapeles); herramientas y juegos de herramientas de manicura o de pedicuro (incluidas las limas para uñas).	Los demás artículos de cuchillería	Other cutlery
8215	4digit	Spoons, forks, ladles,skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware;and base metal parts thereof	Cucharas, tenedores, cucharones, espumaderas, palas para tarta, cuchillos para pescado o mantequilla, pinzas para azúcar y artículos similares.	Cubertería	Cutlery
8301	4digit	Padlocks and locks (key,combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts of any of the foregoing articles, of base metal	Candados, cerraduras y cerrojos (de llave, combinación o eléctricos), de metal común; cierres y monturas cierre, con cerradura incorporada, de metal común; llaves de metal común para estos artículos.	Candados de metal común	Padlocks and locks
8302	4digit	Base metal mountings, fittings and similar articles suitable for furniture, doors,staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat racks, hat-pegs, brackets and similar fixtures; castors with mountings	Guarniciones, herrajes y artículos similares, de metal común, para muebles, puertas, escaleras, ventanas, persianas, carrocerías, artículos de guarnicionería, baúles, arcas, cofres y demás manufacturas de esta clase; colgadores, perchas, soportes y artículos similares, de metal común; ruedas con montura de metal común; cierrapuertas automáticos de metal común.	Guarniciones, herrajes y similares, de metal común	Base metal mountings, fittings and similar articles
8303	4digit	Armored or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, and parts thereof, of base metal	Cajas de caudales, puertas blindadas y compartimientos para cámaras acorazadas, cofres y cajas de seguridad y artículos similares, de metal común.	Cajas de caudales	Safes
8304	4digit	Desk-top filing or card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment and parts thereof, of base metal, other than office furniture of heading 9403	Clasificadores, ficheros, cajas de clasificación, bandejas de correspondencia, plumeros (vasos o cajas para plumas de escribir), portasellos y material similar de oficina, de metal común, excepto los muebles de oficina de la partida 94.03.	Clasificadores y similares de metal común	Paper trays and similar office equipment, of base metal
8305	4digit	Fittings for looseleaf binders or files, letter clips, letter corners, paper clips,indexing tags and similar office articles, and parts thereof, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal	Mecanismos para encuadernación de hojas intercambiables o para clasificadores, sujetadores, cantoneras, clips, índices de señal y artículos similares de oficina, de metal común; grapas en tiras (por ejemplo: de oficina, tapicería o envase) de metal común.	Clips y similares de oficina, de metal común	Paper clips and similar office articles, of metal
8306	4digit	Bells, gongs and the like, nonelectric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal; and base metal parts thereof	Campanas, campanillas, gongos y artículos similares, que no sean eléctricos, de metal común; estatuillas y demás artículos de adorno, de metal común; marcos para fotografías, grabados o similares, de metal común; espejos de metal común.	Campanas, estatuillas etc. de metal común	Ornaments, statuettes, etc. of metal
8307	4digit	Flexible tubing of base metal,with or without fittings	Tubos flexibles de metal común, incluso con sus accesorios.	Tubos flexibles de metal común	Flexible tubing of base metal
8308	4digit	Clasps, frames with clasps, buckles, buckle clasps, hooks, eyes, eyelets and the like and parts thereof, of base metal, of a kind used for clothing, footwear, awnings, handbags,travel goods or other made up articles; tubular or bifurcated rivets of base m	Cierres, monturas cierre, hebillas, hebillas cierre, corchetes, ganchos, anillos para ojetes y artículos similares, de metal común, para prendas de vestir, calzado, toldos, marroquinería o demás artículos confeccionados; remaches tubulares o con espiga hendida de metal común; cuentas y lentejuelas, de metal común.	Cierres, hebillas etc. de metal común	Clasps, buckles etc. of metal
8309	4digit	Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers),capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, and parts thereof, of base metal	Tapones y tapas (incluidas las tapas corona, las tapas roscadas y los tapones vertedores), cápsulas para botellas, tapones roscados, sobretapas, precintos y demás accesorios para envases, de metal común.	Tapones, tapas y cápsulas para botellas de metal común	Stoppers, caps and lids of metal
8310	4digit	Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, and parts thereof, of base metal, excluding those of heading 9405	Placas indicadoras, placas rótulo, placas de direcciones y placas similares, cifras, letras y signos diversos, de metal común, excepto los de la partida 9405	Placas metálicas indicadoras y similares	Sign plates and similar plates of base metal
8311	4digit	Wire, rods, tubes, plates, electrodes and similar products of base metal or of metal carbides,coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated ba	Alambres, varillas, tubos, placas, electrodos y artículos similares, de metal común o de carburo metálico, recubiertos o rellenos de decapantes o de fundentes, para soldadura o depósito de metal o de carburo metálico; alambres y varillas, de polvo de metal común aglomerado, para la metalización por proyección.	Alambres y artículos similares para soldadura	Wire etc. used for welding
8401	4digit	Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation; parts thereof	Reactores nucleares; elementos combustibles (cartuchos) sin irradiar para reactores nucleares; máquinas y aparatos para la separación isotópica.	Reactores nucleares y equipos relacionados	Nuclear reactors and related equipment
8402	4digit	Steam or other vapor generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; parts thereof	"Calderas de vapor (generadores de vapor), excepto las de calefacción central concebidas para producir agua caliente y también vapor a baja presión; calderas denominadas ""de agua sobrecalentada""."	Calderas de vapor	Steam boilers
8403	4digit	Central heating boilers (other than those of heading 8402) and parts thereof	Calderas para calefacción central, excepto las de la partida 84.02.	Calderas para calefacción central	Central heating boilers
8404	4digit	Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof	Aparatos auxiliares para las calderas de las partidas 84.02 u 84.03 (por ejemplo: economizadores, recalentadores, deshollinadores o recuperadores de gas); condensadores para máquinas de vapor.	Aparatos auxiliaires para las calderas	Auxiliary parts for use with boilers
8405	4digit	Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof	Generadores de gas pobre (gas de aire) o de gas de agua, incluso con sus depuradores; generadores de acetileno y generadores similares de gases, por vía húmeda, incluso con sus depuradores.	Generadores de gas de agua	Water gas generators
8406	4digit	Steam turbines and other vapor turbines, and parts thereof	Turbinas de vapor.	Turbinas de vapor	Steam turbines
8407	4digit	Spark-ignition reciprocating or rotary internal combustion piston engines	Motores de émbolo (pistón) alternativo y motores rotativos, de encendido por chispa (motores de explosión).	Motores de émbolo alternativo de encendido por chispa	Spark-ignition reciprocating internal combustion piston engines
8408	4digit	Compression-ignition internal combustion piston engines (diesel or semi-diesel engines)	Motores de émbolo (pistón) de encendido por compresión (motores Diesel o semi-Diesel).	Motores de émbolo de encendido por compresión	Compression-ignition internal combustion piston engines
8409	4digit	Parts suitable for use solely or principally with the engines of heading 8407 or 8408	Partes identificables como destinadas, exclusiva o principalmente, a los motores de las partidas 84.07 u 84.08.	Partes para motores de encendido por chispa	Parts suitable for use with spark-ignition engines
8410	4digit	Hydraulic turbines, water wheels and regulators therefor; parts thereof	Turbinas hidráulicas, ruedas hidráulicas y sus reguladores.	Turbinas y ruedas hidráulicas y sus reguladores	Hydraulic turbines, water wheels and regulators
8411	4digit	Turbojets, turbo propellers and other gas turbines, and parts thereof	Turborreactores, turbopropulsores y demás turbinas de gas.	Turbinas de gas	Gas turbines
8412	4digit	Other engines and motors, and parts thereof	Los demás motores y máquinas motrices.	Los demás motores	Other engines and motors
8413	4digit	Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof	Bombas para líquidos, incluso con dispositivo medidor incorporado; elevadores de líquidos.	Bombas para líquidos	Pumps for liquids
8414	4digit	Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof	Bombas de aire o de vacío, compresores de aire u otros gases y ventiladores; campanas aspirantes para extracción o reciclado, con ventilador incorporado, incluso con filtro.	Bombas, compresores, ventiladores, etc	Pumps, compressors, fans, etc.
8415	4digit	Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof	Máquinas y aparatos para acondicionamiento de aire que comprendan un ventilador con motor y los dispositivos adecuados para modificar la temperatura y la humedad, aunque no regulen separadamente el grado higrométrico.	Aire acondicionado	Air conditioners
8416	4digit	Furnace burners for liquid fuel, for pulverized solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances; parts thereof	Quemadores para la alimentación de hogares, de combustibles líquidos o sólidos pulverizados o de gases; alimentadores mecánicos de hogares, parrillas mecánicas, descargadores mecánicos de cenizas y demás dispositivos mecánicos auxiliares empleados en hogares.	Quemadores para combustibles líquidos	Furnace burners
8417	4digit	Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof	Hornos industriales o de laboratorio, incluidos los incineradores, que no sean eléctricos.	Hornos industriales	Industrial furnaces
8418	4digit	Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof	Refrigeradores, congeladores y demás material, máquinas y aparatos para producción de frío, aunque no sean eléctricos; bombas de calor, excepto las máquinas y aparatos para acondicionamiento de aire de la partida 84.15.	Refrigeradores, congeladores	Refrigerators, freezers
