"reniec","inei","Nombre","Nombrecompleto"
"210905","220705","Pucacaca","San Martin/Picota/Pucacaca"
"210906","220706","San Cristobal","San Martin/Picota/San Cristobal"
"210907","220707","San Hilarion","San Martin/Picota/San Hilarion"
"210908","220709","Tingo De Ponasa","San Martin/Picota/Tingo De Ponasa"
"210909","220710","Tres Unidos","San Martin/Picota/Tres Unidos"
"210910","220708","Shamboyacu","San Martin/Picota/Shamboyacu"
"211000","220300","El Dorado","San Martin/El Dorado/"
"211001","220301","San Jose De Sisa","San Martin/El Dorado/San Jose De Sisa"
"211002","220302","Agua Blanca","San Martin/El Dorado/Agua Blanca"
"211003","220305","Shatoja","San Martin/El Dorado/Shatoja"
"211004","220303","San Martin","San Martin/El Dorado/San Martin"
"211005","220304","Santa Rosa","San Martin/El Dorado/Santa Rosa"
"220000","230000","Tacna","Tacna//"
"220100","230100","Tacna","Tacna/Tacna/"
"220101","230101","Tacna","Tacna/Tacna/Tacna"
"220102","230103","Calana","Tacna/Tacna/Calana"
"220104","230105","Inclan","Tacna/Tacna/Inclan"
"220107","230106","Pachia","Tacna/Tacna/Pachia"
"220108","230107","Palca","Tacna/Tacna/Palca"
"220109","230108","Pocollay","Tacna/Tacna/Pocollay"
"220110","230109","Sama","Tacna/Tacna/Sama"
"220111","230102","Alto De La Alianza","Tacna/Tacna/Alto De La Alianza"
"220112","230104","Ciudad Nueva","Tacna/Tacna/Ciudad Nueva"
"220113","230110","Coronel Gregorio Albarracin L.Alfonso Ugarte","Tacna/Tacna/Coronel Gregorio Albarracin L.Alfonso Ugarte"
"220200","230400","Tarata","Tacna/Tarata/"
"220201","230401","Tarata","Tacna/Tarata/Tarata"
"220205",,"Chucatamani","Tacna/Tarata/Chucatamani"
"220206","230403","Estique","Tacna/Tarata/Estique"
"220207","230404","Estique Pampa","Tacna/Tarata/Estique Pampa"
"220210","230405","Sitajara","Tacna/Tarata/Sitajara"
"220211","230406","Susapaya","Tacna/Tarata/Susapaya"
"220212","230407","Tarucachi","Tacna/Tarata/Tarucachi"
"220213","230408","Ticaco","Tacna/Tarata/Ticaco"
"220300","230300","Jorge Basadre","Tacna/Jorge Basadre/"
"220301","230301","Locumba","Tacna/Jorge Basadre/Locumba"
"220302","230303","Ite","Tacna/Jorge Basadre/Ite"
"220303","230302","Ilabaya","Tacna/Jorge Basadre/Ilabaya"
"220400","230200","Candarave","Tacna/Candarave/"
"220401","230201","Candarave","Tacna/Candarave/Candarave"
"220402","230202","Cairani","Tacna/Candarave/Cairani"
"220403","230204","Curibaya","Tacna/Candarave/Curibaya"
"220404","230205","Huanuara","Tacna/Candarave/Huanuara"
"220405","230206","Quilahuani","Tacna/Candarave/Quilahuani"
"220406","230203","Camilaca","Tacna/Candarave/Camilaca"
"230000","240000","Tumbes","Tumbes//"
"230100","240100","Tumbes","Tumbes/Tumbes/"
"230101","240101","Tumbes","Tumbes/Tumbes/Tumbes"
"230102","240102","Corrales","Tumbes/Tumbes/Corrales"
"230103","240103","La Cruz","Tumbes/Tumbes/La Cruz"
"230104","240104","Pampas De Hospital","Tumbes/Tumbes/Pampas De Hospital"
"230105","240105","San Jacinto","Tumbes/Tumbes/San Jacinto"
"230106","240106","San Juan De La Virgen","Tumbes/Tumbes/San Juan De La Virgen"
"230200","240200","Contralmirante Villar","Tumbes/Contralmirante Villar/"
"230201","240201","Zorritos","Tumbes/Contralmirante Villar/Zorritos"
"230202","240202","Casitas","Tumbes/Contralmirante Villar/Casitas"
"230203","240203","Canoas De Punta Sal","Tumbes/Contralmirante Villar/Canoas De Punta Sal"
"230300","240300","Zarumilla","Tumbes/Zarumilla/"
"230301","240301","Zarumilla","Tumbes/Zarumilla/Zarumilla"
"230302","240303","Matapalo","Tumbes/Zarumilla/Matapalo"
"230303","240304","Papayal","Tumbes/Zarumilla/Papayal"
"230304","240302","Aguas Verdes","Tumbes/Zarumilla/Aguas Verdes"
"240000","070000","Callao","Callao//"
"240100","070100","Callao","Callao/Callao/"
"240101","070101","Callao","Callao/Callao/Callao"
"240102","070102","Bellavista","Callao/Callao/Bellavista"
"240103","070105","La Punta","Callao/Callao/La Punta"
"240104","070103","Carmen De La Legua-Reynoso","Callao/Callao/Carmen De La Legua-Reynoso"
"240105","070104","La Perla","Callao/Callao/La Perla"
"240106","070106","Ventanilla","Callao/Callao/Ventanilla"
"250000","250000","Ucayali","Ucayali//"
"250100","250100","Coronel Portillo","Ucayali/Coronel Portillo/"
"250101","250101","Calleria","Ucayali/Coronel Portillo/Calleria"
"250102","250105","Yarinacocha","Ucayali/Coronel Portillo/Yarinacocha"
"250103","250104","Masisea","Ucayali/Coronel Portillo/Masisea"
"250104","250102","Campoverde","Ucayali/Coronel Portillo/Campoverde"
"250105","250103","Iparia","Ucayali/Coronel Portillo/Iparia"
"250106","250106","Nueva Requena","Ucayali/Coronel Portillo/Nueva Requena"
"250107","250107","Manantay","Ucayali/Coronel Portillo/Manantay"
"250200","250300","Padre Abad","Ucayali/Padre Abad/"
"250201","250301","Padre Abad","Ucayali/Padre Abad/Padre Abad"
"250202","250302","Yrazola","Ucayali/Padre Abad/Yrazola"
"250203","250303","Curimana","Ucayali/Padre Abad/Curimana"
"250300","250200","Atalaya","Ucayali/Atalaya/"
"250301","250201","Raimondi","Ucayali/Atalaya/Raimondi"
"250302","250203","Tahuania","Ucayali/Atalaya/Tahuania"
"250303","250204","Yurua","Ucayali/Atalaya/Yurua"
"250304","250202","Sepahua","Ucayali/Atalaya/Sepahua"
"250400","250400","Purus","Ucayali/Purus/"
"250401","250401","Purus","Ucayali/Purus/Purus"
"300100",,"Arica","[Arica]"
"300100",,"Tarapaca","[Tarapaca]"
